"X1","X2","X3","X4","X5","cus_id"
"CHIPS.AHOY","DISNEY","DELIPICK.","CUETARA","NACIONAL","61309843"
"INSULAR","NACIONAL","LA.BURGALESA","CARR.S","CHIPS.AHOY","61359967"
"CHIPS.AHOY","DAILIDOCE","FRUTOP","GRAN.PAVESI","LA.BURGALESA","61449984"
"BALCONI","PROALIMENTAR","LA.BURGALESA","MCVITIES","CHIPS.AHOY","61499780"
"BALCONI","NACIONAL","CHIPS.AHOY","OREO","MARILAN","61609986"
"OREO","SABOROSA","FRUTOP","BAHLSEN","INSULAR","61729988"
"NUTELLA","BAHLSEN","FLORBÚ","DELIPICK.","CHIPS.AHOY","61759735"
"OREO","VIEIRA..DE.CASTRO","DELIPICK.","DU.BOIS.DE.LA.ROCHE","MILKA","61839894"
"CHIPS.AHOY","FRUTOP","FLORBÚ","MILKA","MARILAN","61959612"
"INSULAR","FLORBÚ","FRUTOP","CHIPS.AHOY","PROALIMENTAR","61999562"
"OREO","JACOBS","SABOROSA","FILIPINOS","DISNEY","61999616"
"NACIONAL","SABOROSA","CARR.S","TRIUNFO","OREO","62049733"
"CARR.S","CHIPS.AHOY","DULCA","FLORBÚ","BELVITA","62129717"
"INSULAR","CHIPS.AHOY","NUTELLA","BELVITA","CARR.S","62129758"
"LAMBERTZ","OREO","DELIPICK.","SABOROSA","DISNEY","62179888"
"TRIUNFO","CHIPS.AHOY","JACOBS","CARR.S","FLORBÚ","62209651"
"OREO","LAMBERTZ","SABOROSA","DU.BOIS.DE.LA.ROCHE","DISNEY","62369802"
"MARILAN","LA.BURGALESA","NUTELLA","CHIPS.AHOY","CUETARA","62389829"
"FRUTOP","BELVITA","BALCONI","CHIPS.AHOY","LA.BURGALESA","62409748"
"INSULAR","FLORBÚ","FRUTOP","DAN.CAKE","OREO","62469946"
"NACIONAL","TUC","JACOBS","VIEIRA..DE.CASTRO","OREO","62479947"
"NUTELLA","CHIPS.AHOY","GULLON","TRIUNFO","BAHLSEN","62549981"
"INSULAR","LAMBERTZ","BALCONI","OREO","GULLON","62599880"
"CARR.S","GULLON","DELIPICK.","SNAPPY","CHIPS.AHOY","62759768"
"INSULAR","MCVITIES","CHIPS.AHOY","BAUDUCCO","FLORBÚ","62909989"
"INSULAR","PROALIMENTAR","CHIPS.AHOY","FRUTOP","DAILIDOCE","62919778"
"BALCONI","CHIPS.AHOY","FRUTOP","SABOROSA","DU.BOIS.DE.LA.ROCHE","62959814"
"ARTIACH","FRUTOP","MILKA","SABOROSA","CHIPS.AHOY","62989950"
"FILIPINOS","SABOROSA","VIEIRA..DE.CASTRO","OREO","JACOBS","63019857"
"CARR.S","DELIPICK.","JACOBS","CHIPS.AHOY","SNAPPY","63049872"
"NACIONAL","CHIPS.AHOY","LA.BURGALESA","INSULAR","BALCONI","63149599"
"NACIONAL","TRIUNFO","CUETARA","CHIPS.AHOY","FRUTOP","63159673"
"LA.BURGALESA","BALCONI","CUETARA","CHIPS.AHOY","DAN.CAKE","63179749"
"FILIPINOS","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","FRUTOP","GRAN.PAVESI","63189976"
"MCVITIES","BELVITA","SNAPPY","MARILAN","CHIPS.AHOY","63319749"
"FILIPINOS","BAHLSEN","OREO","SABOROSA","CARR.S","63329930"
"LA.BURGALESA","CHIPS.AHOY","SNAPPY","SABOROSA","FRUTOP","63359779"
"NACIONAL","OREO","SABOROSA","DULCA","ARTIACH","63369805"
"LAMBERTZ","CARR.S","FLORBÚ","FRUTOP","CHIPS.AHOY","63399975"
"NACIONAL","LAMBERTZ","CHIPS.AHOY","NUTELLA","INSULAR","63459902"
"NACIONAL","LA.BURGALESA","BALCONI","CHIPS.AHOY","LAMBERTZ","63459959"
"SABOROSA","BALCONI","FRUTOP","CHIPS.AHOY","DAILIDOCE","63589910"
"OREO","SABOROSA","FILIPINOS","GRAN.PAVESI","FRUTOP","63599623"
"BALCONI","OREO","SABOROSA","INSULAR","NACIONAL","63609655"
"CARR.S","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","FLORBÚ","DELIPICK.","63609837"
"FLORBÚ","CHIPS.AHOY","BELVITA","FRUTOP","OREO","63679811"
"SABOROSA","CHIPS.AHOY","FRUTOP","TRIUNFO","NACIONAL","63709814"
"DELIPICK.","CARR.S","CHIPS.AHOY","VIEIRA..DE.CASTRO","DULCA","63719981"
"DAN.CAKE","FLORBÚ","OREO","PROALIMENTAR","TRIUNFO","63739795"
"NACIONAL","CHIPS.AHOY","FLORBÚ","GULLON","NUTELLA","63799646"
"CHIPS.AHOY","SNAPPY","SABOROSA","MCVITIES","CARR.S","63839932"
"SABOROSA","OREO","BAHLSEN","SNAPPY","NACIONAL","63869936"
"MARILAN","PROALIMENTAR","FLORBÚ","CHIPS.AHOY","INSULAR","63879957"
"NACIONAL","FLORBÚ","ARTIACH","INSULAR","OREO","63949860"
"SABOROSA","OREO","DU.BOIS.DE.LA.ROCHE","FRUTOP","MILKA","63979788"
"CHIPS.AHOY","BALCONI","NACIONAL","FRUTOP","FLORBÚ","64119580"
"CHIPS.AHOY","DELIPICK.","FLORBÚ","DULCA","BALCONI","64229824"
"LAMBERTZ","FRUTOP","GULLON","LA.BURGALESA","OREO","64239835"
"BALCONI","GULLON","OREO","DISNEY","ARTIACH","64239851"
"BAHLSEN","MILKA","VIEIRA..DE.CASTRO","CHIPS.AHOY","FRUTOP","64309818"
"CHIPS.AHOY","SNAPPY","CARR.S","LA.BURGALESA","BAHLSEN","64359776"
"OREO","DELIPICK.","FILIPINOS","DISNEY","LAMBERTZ","64369978"
"CHIPS.AHOY","NUTELLA","TRIUNFO","CARR.S","LAMBERTZ","64389898"
"CARR.S","JACOBS","FRUTOP","CHIPS.AHOY","NACIONAL","64429608"
"FLORBÚ","LAMBERTZ","OREO","BALCONI","BAHLSEN","64579878"
"CHIPS.AHOY","CARR.S","MCVITIES","BALCONI","TUC","64599801"
"FLORBÚ","FRUTOP","NACIONAL","CHIPS.AHOY","BAUDUCCO","64609895"
"JACOBS","MCVITIES","FLORBÚ","FLORBÚ","CHIPS.AHOY","64629802"
"DELIPICK.","OREO","MILKA","JACOBS","DELIPICK.","64629817"
"DAILIDOCE","TUC","NUTELLA","CHIPS.AHOY","INSULAR","64649954"
"LA.BURGALESA","OREO","DAN.CAKE","BAUDUCCO","DULCA","64699870"
"INSULAR","CHIPS.AHOY","MARILAN","INSULAR","CARR.S","64709684"
"CHIPS.AHOY","LA.BURGALESA","PROALIMENTAR","MARILAN","CARR.S","64799826"
"DELIPICK.","CHIPS.AHOY","SNAPPY","BAHLSEN","OREO","64809999"
"DELIPICK.","CHIPS.AHOY","DISNEY","SABOROSA","MARILAN","64839997"
"LA.BURGALESA","DULCA","MARILAN","JACOBS","CHIPS.AHOY","64859710"
"MCVITIES","DU.BOIS.DE.LA.ROCHE","DAILIDOCE","NACIONAL","CHIPS.AHOY","64909661"
"LAMBERTZ","CHIPS.AHOY","NUTELLA","INSULAR","TRIUNFO","65029545"
"DU.BOIS.DE.LA.ROCHE","NUTELLA","PROALIMENTAR","LAMBERTZ","CHIPS.AHOY","65039570"
"MARILAN","NUTELLA","CHIPS.AHOY","INSULAR","CARR.S","65239815"
"ARTIACH","TUC","SABOROSA","SABOROSA","OREO","65259730"
"NACIONAL","ARTIACH","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","FRUTOP","65299979"
"FLORBÚ","DAN.CAKE","CHIPS.AHOY","MCVITIES","LAMBERTZ","65339810"
"FILIPINOS","JACOBS","LAMBERTZ","FRUTOP","OREO","65549871"
"OREO","CHIPS.AHOY","DISNEY","INSULAR","LA.BURGALESA","65659888"
"SABOROSA","CHIPS.AHOY","JACOBS","LA.BURGALESA","FILIPINOS","65699550"
"LAMBERTZ","PROALIMENTAR","DAN.CAKE","INSULAR","OREO","65739596"
"DAILIDOCE","BELVITA","VIEIRA..DE.CASTRO","BALCONI","CHIPS.AHOY","65759557"
"OREO","BAHLSEN","FRUTOP","PROALIMENTAR","MARILAN","65769567"
"NACIONAL","CHIPS.AHOY","FILIPINOS","NACIONAL","CUETARA","65809806"
"BALCONI","MARILAN","CARR.S","CARR.S","CHIPS.AHOY","65829806"
"FLORBÚ","INSULAR","JACOBS","NUTELLA","CHIPS.AHOY","65969947"
"BAUDUCCO","LAMBERTZ","NACIONAL","CHIPS.AHOY","NACIONAL","66019815"
"FRUTOP","BAUDUCCO","DAN.CAKE","ARTIACH","OREO","66079851"
"MCVITIES","NUTELLA","BAUDUCCO","FLORBÚ","CHIPS.AHOY","66099876"
"CUETARA","MILKA","CARR.S","DELIPICK.","CHIPS.AHOY","66099964"
"FRUTOP","DAILIDOCE","FLORBÚ","OREO","NACIONAL","66129983"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","SNAPPY","FLORBÚ","MILKA","66159554"
"CHIPS.AHOY","DAN.CAKE","DISNEY","BALCONI","CHIPS.AHOY","66199815"
"GRAN.PAVESI","FILIPINOS","DAN.CAKE","GULLON","OREO","66269728"
"BALCONI","ARTIACH","NUTELLA","INSULAR","OREO","66279802"
"TRIUNFO","CHIPS.AHOY","BAHLSEN","NACIONAL","LA.BURGALESA","66289964"
"NUTELLA","TRIUNFO","CHIPS.AHOY","BAHLSEN","FRUTOP","66319699"
"CHIPS.AHOY","FLORBÚ","SNAPPY","FLORBÚ","DAN.CAKE","66319865"
"PROALIMENTAR","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","LAMBERTZ","VIEIRA..DE.CASTRO","66319982"
"BAUDUCCO","CHIPS.AHOY","OREO","MARILAN","LA.BURGALESA","66409862"
"FRUTOP","MARILAN","CHIPS.AHOY","SABOROSA","DU.BOIS.DE.LA.ROCHE","66429982"
"OREO","MILKA","FILIPINOS","MCVITIES","INSULAR","66439704"
"CHIPS.AHOY","LAMBERTZ","NUTELLA","BALCONI","OREO","66529712"
"DULCA","LA.BURGALESA","LAMBERTZ","BAHLSEN","OREO","66589830"
"CHIPS.AHOY","VIEIRA..DE.CASTRO","DAN.CAKE","PROALIMENTAR","MARILAN","66629698"
"CHIPS.AHOY","FLORBÚ","CARR.S","CARR.S","GULLON","66639808"
"DISNEY","VIEIRA..DE.CASTRO","LAMBERTZ","CHIPS.AHOY","CARR.S","66699922"
"SNAPPY","BAHLSEN","BELVITA","DU.BOIS.DE.LA.ROCHE","OREO","66699998"
"CHIPS.AHOY","JACOBS","NUTELLA","INSULAR","MCVITIES","66749695"
"LA.BURGALESA","OREO","SABOROSA","ARTIACH","FLORBÚ","66789769"
"FRUTOP","BAUDUCCO","DAN.CAKE","CHIPS.AHOY","FRUTOP","66809959"
"MARILAN","PROALIMENTAR","CUETARA","CHIPS.AHOY","DISNEY","66819994"
"NUTELLA","INSULAR","FILIPINOS","CHIPS.AHOY","BAUDUCCO","66839835"
"DULCA","TRIUNFO","NUTELLA","CHIPS.AHOY","NUTELLA","66849888"
"DISNEY","CARR.S","CHIPS.AHOY","INSULAR","LAMBERTZ","66899795"
"DISNEY","DU.BOIS.DE.LA.ROCHE","OREO","TRIUNFO","BALCONI","66949913"
"LA.BURGALESA","CARR.S","ARTIACH","FILIPINOS","OREO","66959544"
"CUETARA","DISNEY","OREO","DAILIDOCE","NUTELLA","66989807"
"CHIPS.AHOY","TRIUNFO","GRAN.PAVESI","FRUTOP","BALCONI","67009584"
"FRUTOP","NUTELLA","BELVITA","FLORBÚ","CHIPS.AHOY","67089984"
"OREO","SABOROSA","NUTELLA","INSULAR","DISNEY","67139562"
"OREO","CARR.S","DISNEY","ARTIACH","CUETARA","67309958"
"DELIPICK.","DAILIDOCE","CHIPS.AHOY","NACIONAL","FILIPINOS","67349677"
"LA.BURGALESA","OREO","SABOROSA","NACIONAL","LAMBERTZ","67369569"
"FLORBÚ","PROALIMENTAR","FRUTOP","CHIPS.AHOY","BALCONI","67459546"
"OREO","FLORBÚ","FILIPINOS","NUTELLA","LAMBERTZ","67509816"
"TRIUNFO","BAUDUCCO","GULLON","SABOROSA","OREO","67519904"
"FRUTOP","DU.BOIS.DE.LA.ROCHE","DISNEY","CHIPS.AHOY","MCVITIES","67529820"
"DELIPICK.","CHIPS.AHOY","DAN.CAKE","FRUTOP","SABOROSA","67659643"
"CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","INSULAR","MCVITIES","NACIONAL","67659989"
"CHIPS.AHOY","SNAPPY","DU.BOIS.DE.LA.ROCHE","OREO","DISNEY","67769883"
"CHIPS.AHOY","LAMBERTZ","BAUDUCCO","CARR.S","LA.BURGALESA","67799575"
"NACIONAL","PROALIMENTAR","SNAPPY","BAUDUCCO","CHIPS.AHOY","67809986"
"CARR.S","MCVITIES","FLORBÚ","FLORBÚ","CHIPS.AHOY","67829568"
"DULCA","CHIPS.AHOY","SNAPPY","DU.BOIS.DE.LA.ROCHE","DISNEY","67849867"
"MILKA","BAHLSEN","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","BELVITA","67909561"
"CARR.S","INSULAR","SNAPPY","FLORBÚ","CHIPS.AHOY","67949591"
"DAN.CAKE","CHIPS.AHOY","CARR.S","FLORBÚ","CUETARA","67979994"
"LA.BURGALESA","GULLON","SABOROSA","BALCONI","CHIPS.AHOY","68029961"
"OREO","FRUTOP","MCVITIES","DU.BOIS.DE.LA.ROCHE","VIEIRA..DE.CASTRO","68139746"
"CHIPS.AHOY","LA.BURGALESA","NACIONAL","FLORBÚ","FRUTOP","68209534"
"CARR.S","CHIPS.AHOY","DULCA","NUTELLA","ARTIACH","68299523"
"DISNEY","OREO","FILIPINOS","TUC","DELIPICK.","68299894"
"OREO","FILIPINOS","BAHLSEN","FILIPINOS","LAMBERTZ","68329889"
"ARTIACH","SABOROSA","TUC","NACIONAL","OREO","68369727"
"CHIPS.AHOY","FILIPINOS","LAMBERTZ","TUC","BAUDUCCO","68369880"
"BAUDUCCO","BAHLSEN","OREO","LA.BURGALESA","FILIPINOS","68399975"
"BALCONI","JACOBS","FILIPINOS","FLORBÚ","CHIPS.AHOY","68439887"
"MARILAN","DELIPICK.","CHIPS.AHOY","SABOROSA","DU.BOIS.DE.LA.ROCHE","68489597"
"BAHLSEN","FRUTOP","DISNEY","CHIPS.AHOY","DULCA","68509607"
"FRUTOP","SABOROSA","CHIPS.AHOY","DULCA","JACOBS","68539890"
"INSULAR","VIEIRA..DE.CASTRO","DISNEY","CHIPS.AHOY","NACIONAL","68589912"
"FILIPINOS","CHIPS.AHOY","DISNEY","BAUDUCCO","DULCA","68619793"
"BALCONI","CHIPS.AHOY","SNAPPY","ARTIACH","FLORBÚ","68659566"
"CHIPS.AHOY","DELIPICK.","MCVITIES","FILIPINOS","FLORBÚ","68689965"
"LAMBERTZ","OREO","DISNEY","BAUDUCCO","LAMBERTZ","68839859"
"CHIPS.AHOY","FRUTOP","BALCONI","FLORBÚ","FRUTOP","68879713"
"CHIPS.AHOY","NACIONAL","GRAN.PAVESI","DELIPICK.","VIEIRA..DE.CASTRO","68919783"
"CARR.S","LAMBERTZ","CHIPS.AHOY","LA.BURGALESA","PROALIMENTAR","68949809"
"FLORBÚ","LAMBERTZ","CHIPS.AHOY","VIEIRA..DE.CASTRO","DU.BOIS.DE.LA.ROCHE","69009686"
"DISNEY","BALCONI","CHIPS.AHOY","BAUDUCCO","DU.BOIS.DE.LA.ROCHE","69179754"
"DULCA","PROALIMENTAR","BELVITA","CHIPS.AHOY","SABOROSA","69199669"
"BALCONI","BAUDUCCO","GULLON","BAHLSEN","OREO","69229945"
"SABOROSA","DELIPICK.","FRUTOP","SABOROSA","OREO","69329634"
"OREO","DELIPICK.","MARILAN","BAUDUCCO","CHIPS.AHOY","69349799"
"CHIPS.AHOY","BELVITA","LA.BURGALESA","SABOROSA","OREO","69399738"
"OREO","BAUDUCCO","NACIONAL","NACIONAL","BALCONI","69429786"
"CHIPS.AHOY","FILIPINOS","DISNEY","DAILIDOCE","NUTELLA","69479719"
"FLORBÚ","SNAPPY","CHIPS.AHOY","FRUTOP","FLORBÚ","69509703"
"CHIPS.AHOY","CARR.S","BAHLSEN","INSULAR","JACOBS","69559881"
"BAHLSEN","MILKA","DISNEY","OREO","SABOROSA","69679884"
"VIEIRA..DE.CASTRO","DAILIDOCE","DU.BOIS.DE.LA.ROCHE","FLORBÚ","CHIPS.AHOY","69729563"
"BALCONI","BELVITA","NUTELLA","FLORBÚ","CHIPS.AHOY","69769566"
"INSULAR","FRUTOP","NUTELLA","FLORBÚ","CHIPS.AHOY","69779596"
"INSULAR","BAHLSEN","FRUTOP","CHIPS.AHOY","CUETARA","69919763"
"DAILIDOCE","CHIPS.AHOY","DISNEY","OREO","SABOROSA","70069949"
"MARILAN","PROALIMENTAR","DAN.CAKE","OREO","SABOROSA","70139914"
"FRUTOP","FILIPINOS","ARTIACH","CHIPS.AHOY","CARR.S","70159937"
"CHIPS.AHOY","DISNEY","JACOBS","VIEIRA..DE.CASTRO","BAHLSEN","70239750"
"OREO","JACOBS","ARTIACH","NACIONAL","CARR.S","70309838"
"INSULAR","ARTIACH","CHIPS.AHOY","GULLON","NUTELLA","70309918"
"CHIPS.AHOY","LAMBERTZ","SNAPPY","INSULAR","DAILIDOCE","70329843"
"BELVITA","FRUTOP","CHIPS.AHOY","INSULAR","DULCA","70329964"
"NACIONAL","OREO","DELIPICK.","JACOBS","DELIPICK.","70329992"
"SABOROSA","FRUTOP","CHIPS.AHOY","MARILAN","LA.BURGALESA","70339834"
"NUTELLA","BALCONI","LA.BURGALESA","PROALIMENTAR","CHIPS.AHOY","70449806"
"VIEIRA..DE.CASTRO","CHIPS.AHOY","DELIPICK.","INSULAR","DU.BOIS.DE.LA.ROCHE","70549834"
"FILIPINOS","DELIPICK.","FRUTOP","NACIONAL","CHIPS.AHOY","70559769"
"CHIPS.AHOY","LA.BURGALESA","ARTIACH","MARILAN","BALCONI","70579807"
"MILKA","CHIPS.AHOY","OREO","FILIPINOS","DISNEY","70579976"
"DULCA","TUC","CHIPS.AHOY","NACIONAL","MARILAN","70589698"
"PROALIMENTAR","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","NACIONAL","LAMBERTZ","70599860"
"JACOBS","DISNEY","OREO","LA.BURGALESA","LAMBERTZ","70659949"
"JACOBS","BALCONI","NACIONAL","CHIPS.AHOY","BALCONI","70779661"
"DULCA","JACOBS","PROALIMENTAR","CHIPS.AHOY","CUETARA","70789997"
"BALCONI","TRIUNFO","DULCA","CHIPS.AHOY","CARR.S","70829837"
"DAILIDOCE","TUC","VIEIRA..DE.CASTRO","CHIPS.AHOY","FLORBÚ","70839933"
"CHIPS.AHOY","LA.BURGALESA","MARILAN","ARTIACH","FRUTOP","70869780"
"FLORBÚ","SNAPPY","VIEIRA..DE.CASTRO","OREO","BALCONI","70909617"
"DULCA","LA.BURGALESA","CHIPS.AHOY","NACIONAL","JACOBS","70959635"
"GULLON","JACOBS","CHIPS.AHOY","OREO","BAHLSEN","71020000"
"VIEIRA..DE.CASTRO","TUC","JACOBS","CHIPS.AHOY","LAMBERTZ","71079980"
"OREO","MILKA","LA.BURGALESA","FLORBÚ","FILIPINOS","71199923"
"CHIPS.AHOY","CARR.S","VIEIRA..DE.CASTRO","DULCA","LA.BURGALESA","71269983"
"SABOROSA","DISNEY","GULLON","NUTELLA","OREO","71289798"
"FILIPINOS","CHIPS.AHOY","DELIPICK.","NACIONAL","LA.BURGALESA","71309569"
"INSULAR","LAMBERTZ","CHIPS.AHOY","DULCA","LA.BURGALESA","71399913"
"LA.BURGALESA","CHIPS.AHOY","JACOBS","DELIPICK.","CHIPS.AHOY","71439816"
"JACOBS","FRUTOP","CHIPS.AHOY","CARR.S","MCVITIES","71499894"
"BELVITA","DAILIDOCE","CHIPS.AHOY","DELIPICK.","FILIPINOS","71499931"
"OREO","NACIONAL","SABOROSA","SABOROSA","FILIPINOS","71659967"
"FLORBÚ","JACOBS","TUC","SABOROSA","CHIPS.AHOY","71669903"
"CHIPS.AHOY","LAMBERTZ","CUETARA","GRAN.PAVESI","CARR.S","71719734"
"BAHLSEN","DAILIDOCE","BAUDUCCO","CUETARA","CHIPS.AHOY","71719832"
"SNAPPY","JACOBS","CARR.S","INSULAR","OREO","71809778"
"FLORBÚ","CHIPS.AHOY","JACOBS","TUC","JACOBS","71889894"
"CHIPS.AHOY","FLORBÚ","NUTELLA","CARR.S","JACOBS","71909986"
"DELIPICK.","OREO","DULCA","DAN.CAKE","LA.BURGALESA","71989811"
"CARR.S","CHIPS.AHOY","DISNEY","NACIONAL","CHIPS.AHOY","72189942"
"CHIPS.AHOY","TRIUNFO","CARR.S","LAMBERTZ","CARR.S","72219861"
"GRAN.PAVESI","SNAPPY","NUTELLA","NUTELLA","CHIPS.AHOY","72369833"
"FLORBÚ","JACOBS","MARILAN","INSULAR","CHIPS.AHOY","72369948"
"FRUTOP","CHIPS.AHOY","LAMBERTZ","LAMBERTZ","MILKA","72399803"
"CHIPS.AHOY","DULCA","MARILAN","OREO","LAMBERTZ","72489595"
"SABOROSA","TUC","DISNEY","CHIPS.AHOY","FLORBÚ","72509958"
"DULCA","BAUDUCCO","JACOBS","LAMBERTZ","OREO","72619999"
"CARR.S","FRUTOP","DISNEY","CHIPS.AHOY","FLORBÚ","72729561"
"NACIONAL","MARILAN","CHIPS.AHOY","DAN.CAKE","FLORBÚ","72739822"
"CHIPS.AHOY","CARR.S","NACIONAL","NACIONAL","CUETARA","72799724"
"TUC","OREO","CHIPS.AHOY","BALCONI","SABOROSA","72819768"
"LA.BURGALESA","OREO","FRUTOP","BAHLSEN","VIEIRA..DE.CASTRO","72839836"
"CARR.S","DISNEY","CHIPS.AHOY","VIEIRA..DE.CASTRO","MILKA","72859797"
"MARILAN","INSULAR","CHIPS.AHOY","NACIONAL","FLORBÚ","72899594"
"LA.BURGALESA","DULCA","MCVITIES","CARR.S","CHIPS.AHOY","72969591"
"BELVITA","CHIPS.AHOY","FLORBÚ","NACIONAL","INSULAR","72989999"
"DELIPICK.","CHIPS.AHOY","SABOROSA","FILIPINOS","LAMBERTZ","72999965"
"NUTELLA","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","FLORBÚ","MILKA","73009929"
"MARILAN","DULCA","BAUDUCCO","CARR.S","CHIPS.AHOY","73049516"
"NUTELLA","CHIPS.AHOY","JACOBS","VIEIRA..DE.CASTRO","DAILIDOCE","73079911"
"GULLON","PROALIMENTAR","NUTELLA","INSULAR","OREO","73079933"
"NUTELLA","PROALIMENTAR","BAHLSEN","CHIPS.AHOY","DELIPICK.","73189606"
"TRIUNFO","NUTELLA","ARTIACH","FLORBÚ","CHIPS.AHOY","73239833"
"SABOROSA","OREO","INSULAR","LAMBERTZ","FLORBÚ","73259941"
"LAMBERTZ","MILKA","CHIPS.AHOY","NACIONAL","LA.BURGALESA","73299969"
"DISNEY","LAMBERTZ","CHIPS.AHOY","MILKA","FRUTOP","73319677"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","VIEIRA..DE.CASTRO","FRUTOP","FLORBÚ","73519846"
"BELVITA","CHIPS.AHOY","ARTIACH","DAN.CAKE","FLORBÚ","73519861"
"TRIUNFO","CARR.S","CHIPS.AHOY","SNAPPY","CHIPS.AHOY","73579859"
"OREO","LA.BURGALESA","CHIPS.AHOY","TRIUNFO","ARTIACH","73639835"
"DISNEY","BAUDUCCO","GULLON","BALCONI","CHIPS.AHOY","73649581"
"NACIONAL","CHIPS.AHOY","NUTELLA","LAMBERTZ","DU.BOIS.DE.LA.ROCHE","73679873"
"LA.BURGALESA","CHIPS.AHOY","FILIPINOS","FLORBÚ","FRUTOP","73809611"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","FRUTOP","TUC","FRUTOP","73859929"
"CHIPS.AHOY","GULLON","DISNEY","DU.BOIS.DE.LA.ROCHE","FLORBÚ","73909623"
"INSULAR","GRAN.PAVESI","DAILIDOCE","CHIPS.AHOY","PROALIMENTAR","73939814"
"OREO","SABOROSA","FLORBÚ","DELIPICK.","LA.BURGALESA","74019703"
"CHIPS.AHOY","FRUTOP","MCVITIES","DELIPICK.","OREO","74029934"
"DU.BOIS.DE.LA.ROCHE","SABOROSA","CHIPS.AHOY","LA.BURGALESA","NUTELLA","74039561"
"CARR.S","SNAPPY","DULCA","CHIPS.AHOY","SABOROSA","74089696"
"BALCONI","CHIPS.AHOY","BELVITA","FLORBÚ","FILIPINOS","74209744"
"BALCONI","OREO","TRIUNFO","CHIPS.AHOY","DELIPICK.","74219950"
"CHIPS.AHOY","LAMBERTZ","DISNEY","CUETARA","INSULAR","74289807"
"BALCONI","ARTIACH","LA.BURGALESA","FLORBÚ","OREO","74309851"
"LA.BURGALESA","OREO","SABOROSA","BALCONI","LA.BURGALESA","74329710"
"PROALIMENTAR","DULCA","CHIPS.AHOY","GULLON","BALCONI","74349745"
"NACIONAL","DELIPICK.","DAN.CAKE","OREO","DELIPICK.","74359817"
"PROALIMENTAR","FLORBÚ","DAILIDOCE","CHIPS.AHOY","NUTELLA","74429898"
"VIEIRA..DE.CASTRO","DU.BOIS.DE.LA.ROCHE","LAMBERTZ","LAMBERTZ","CHIPS.AHOY","74609955"
"SNAPPY","CHIPS.AHOY","MARILAN","LA.BURGALESA","DULCA","74669916"
"FRUTOP","VIEIRA..DE.CASTRO","OREO","BALCONI","NACIONAL","74699977"
"LA.BURGALESA","TRIUNFO","OREO","DELIPICK.","FILIPINOS","74709993"
"SABOROSA","GRAN.PAVESI","VIEIRA..DE.CASTRO","MCVITIES","CHIPS.AHOY","74719607"
"OREO","LAMBERTZ","NUTELLA","NUTELLA","TRIUNFO","74749840"
"FILIPINOS","OREO","FLORBÚ","BALCONI","GULLON","74759887"
"OREO","NACIONAL","SABOROSA","OREO","DELIPICK.","74759921"
"FLORBÚ","SABOROSA","CHIPS.AHOY","FLORBÚ","LAMBERTZ","74779598"
"MILKA","FRUTOP","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","CARR.S","74789761"
"CHIPS.AHOY","NACIONAL","TRIUNFO","BALCONI","FLORBÚ","74809914"
"SNAPPY","CHIPS.AHOY","INSULAR","SNAPPY","PROALIMENTAR","74839726"
"NACIONAL","CHIPS.AHOY","INSULAR","FLORBÚ","CHIPS.AHOY","74859999"
"TRIUNFO","CHIPS.AHOY","LA.BURGALESA","GULLON","FRUTOP","74909637"
"PROALIMENTAR","DU.BOIS.DE.LA.ROCHE","MCVITIES","FLORBÚ","CHIPS.AHOY","74949747"
"DELIPICK.","DULCA","OREO","MARILAN","GULLON","74959935"
"OREO","MARILAN","BALCONI","DAILIDOCE","NUTELLA","75099730"
"INSULAR","FILIPINOS","FRUTOP","CHIPS.AHOY","INSULAR","75129821"
"MCVITIES","DISNEY","CHIPS.AHOY","CUETARA","NACIONAL","75169913"
"LAMBERTZ","DISNEY","BAUDUCCO","CHIPS.AHOY","DELIPICK.","75219661"
"FLORBÚ","CARR.S","MILKA","CHIPS.AHOY","PROALIMENTAR","75239975"
"MARILAN","CHIPS.AHOY","NUTELLA","BAHLSEN","SABOROSA","75309956"
"DELIPICK.","DULCA","FILIPINOS","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","75459553"
"DISNEY","ARTIACH","CUETARA","CHIPS.AHOY","LA.BURGALESA","75529965"
"NACIONAL","MCVITIES","BALCONI","OREO","FILIPINOS","75539779"
"MCVITIES","DU.BOIS.DE.LA.ROCHE","DAILIDOCE","NACIONAL","OREO","75569703"
"BALCONI","LAMBERTZ","CHIPS.AHOY","DELIPICK.","CARR.S","75569745"
"DISNEY","CHIPS.AHOY","JACOBS","DULCA","FILIPINOS","75599971"
"OREO","FILIPINOS","DAN.CAKE","INSULAR","NACIONAL","75639628"
